trial_id,schedule_index,question_id,category,comparison_file,order,prompt_condition,repetition,candidate_a,candidate_b,collection_status,raw_record_sha256,valid,verdict,selected_candidate,parse_reason,fastchat_valid,fastchat_verdict,fastchat_selected_candidate,fastchat_parse_reason
99d8589c1135a630fd16,11,143,stem,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,988850daf17358c3926cccb180960c89ef624ce72bf9ff7b9ac5e9eb2bf9d28a,True,A,comparison,,True,A,comparison,
4606c1c12716452e84b0,12,141,stem,gpt-4.jsonl,comparison_baseline,warning_ablation,3,comparison,baseline,collected,00fd3e6b59f75dbe91e0248b101a621b0108c324ca65270539132d89a13aa658,True,A,comparison,,True,A,comparison,
6027a501dec044f075dd,13,142,stem,gpt-3.5-turbo.jsonl,baseline_comparison,original,1,baseline,comparison,collected,62b155673e72b037ed20e11d6d5406928c8ef392c1221d1d95453256096c8251,True,A,baseline,,True,A,baseline,
430e4e0e93bb3ec53f37,14,102,reasoning,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,3,comparison,baseline,collected,622dba2de855865a6ebf863c7e11a104ecb34cdf389637257bf123a747e41a9a,True,B,baseline,,True,B,baseline,
5c3a6552d69e0b16b415,15,143,stem,gpt-4.jsonl,comparison_baseline,original,1,comparison,baseline,collected,ba1449196644cea07b7711c4f4f5478acc50f350482aa1ff6000094379b435bf,True,A,comparison,,True,A,comparison,
102d96836f8c7e2b4aee,16,153,humanities,alpaca-13b.jsonl,comparison_baseline,original,2,comparison,baseline,collected,712e9b4721e426695b3196fbd13381e88296d1a290fc6203abfe0ef2c315511c,True,B,baseline,,True,B,baseline,
a0136f0b81441f6bac8e,17,151,humanities,alpaca-13b.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,8b7cc5042ba541f26254b0ce5dd9e3313dbb124d785639ec698a5db6b010d222,True,A,baseline,,True,A,baseline,
8e7c4009e0d14cba05e2,18,102,reasoning,gpt-4.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,b421b5a614a2fe6b9d04ad6acadd8605112d05a57ba4ab2172aee1a1f5b01e99,True,B,baseline,,True,B,baseline,
6480fd0260ec03338cff,19,103,reasoning,gpt-4.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,55663c15fff0de1dd993df62802fe6d352679c213a0affb5aa6df7aa83abb4c9,True,B,comparison,,True,B,comparison,
d350790726a577bda54a,20,141,stem,gpt-3.5-turbo.jsonl,comparison_baseline,original,2,comparison,baseline,collected,34e1535f177909fc67b4f1c20f3d1e9ee71e200bc49210ee23f05887047c3d98,True,B,baseline,,True,B,baseline,
1824bcb5c58ff5931fe8,21,102,reasoning,alpaca-13b.jsonl,comparison_baseline,warning_ablation,3,comparison,baseline,collected,9cba2e9120c448889d41e999823899997d8a0a8701efe472a6fe192a884ea0ab,True,B,baseline,,True,B,baseline,
9cd8de6d23d7647649b1,22,143,stem,gpt-3.5-turbo.jsonl,comparison_baseline,original,2,comparison,baseline,collected,ba5dc95c45d1fddcef90166cfebe9309a3c787d7d8a4c49055046288111be08b,True,A,comparison,,True,A,comparison,
1598fe548605f789de3b,23,101,reasoning,alpaca-13b.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,58b8d170c0d39712d3d567b4828c2d7fde1bbc1bcd73a3b561c6b92e793a31a4,True,B,comparison,,True,B,comparison,
d00c8f215ddeb3e7b05d,24,153,humanities,gpt-3.5-turbo.jsonl,baseline_comparison,original,2,baseline,comparison,collected,3a8ba8c240483c5f4169c936d83e69c6e3b6752e3e266adc4853e6188dff7515,True,A,baseline,,True,A,baseline,
ef8df6ec694faf619c53,25,101,reasoning,alpaca-13b.jsonl,comparison_baseline,original,1,comparison,baseline,collected,7923c745be08473816c4136f8c653b474b52ba695d8842d46d50b3a63d933be8,True,B,baseline,,True,B,baseline,
36c29e3acfed7ef6c44f,26,103,reasoning,alpaca-13b.jsonl,comparison_baseline,original,1,comparison,baseline,collected,bd72756787eb2a144d1bcbfd13dcb1678b6f47e6d77ec1fedbbad9563df8e98d,True,B,baseline,,True,B,baseline,
690c9ad035edeb2e84bd,27,102,reasoning,alpaca-13b.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,cb9fb97cef4ba2440b7a404b60d18f38f9facd23f92dc1001593306711510a86,True,A,baseline,,True,A,baseline,
0e8f76e00957a666cdea,28,151,humanities,gpt-4.jsonl,baseline_comparison,warning_ablation,2,baseline,comparison,collected,f906bb4c6dcbbd28cf4b4c0ff23594aedd7654cd2af55917cbe819dbfe42d3e0,True,B,comparison,,True,B,comparison,
fb896665db6526154b16,29,142,stem,alpaca-13b.jsonl,comparison_baseline,original,3,comparison,baseline,collected,cc7af939d4f053b071c9d75722f76cab62111fb08bd5fecedb2ae3b4bfad4de5,True,B,baseline,,True,B,baseline,
ad2527c882abd9f7e51e,30,81,writing,gpt-4.jsonl,baseline_comparison,original,2,baseline,comparison,collected,b000fbc0bf535e0cd35622edebab3ff495acdbfaa1f38c7fb0158a756d6d20be,True,B,comparison,,True,B,comparison,
f2f587be55c53673036e,31,142,stem,gpt-4.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,59a1159b452076474dca16f3b2ccf1636ddf619a15a16905c2d451109e6ba02e,True,B,baseline,,True,B,baseline,
43f3b3ffd5ec7790e5ca,32,83,writing,gpt-3.5-turbo.jsonl,baseline_comparison,original,3,baseline,comparison,collected,d415e8e9a7f0ec2ed1e4d9a8d2200cbbf9e799667f05a8148bbf67dc3efa1413,True,B,comparison,,True,B,comparison,
ed44b4ebbfe12450a160,33,142,stem,gpt-4.jsonl,comparison_baseline,original,2,comparison,baseline,collected,68e763bcf71ace43124e91e71498e19704debc2de2ae968257ef530e61136c31,True,A,comparison,,True,A,comparison,
26093e47d89d022223f5,34,102,reasoning,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,2,comparison,baseline,collected,93665f62eaddac55864c1985620ed48d45cbe047a3e0f50f1c39885f4dc2ded2,True,B,baseline,,True,B,baseline,
2b36996790ce192d36ec,35,151,humanities,alpaca-13b.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,4d67a2081da9ea2b74a4110bf717d02ecfc323229c6de167fe38310fb15b380e,True,B,baseline,,True,B,baseline,
7dfaf942d43b277fd62e,36,141,stem,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,17dde700893f203ceb8ee47087eb2fc509505622672d78bef89c147a4e5a9b13,True,B,baseline,,True,B,baseline,
5f011771bbb8d0a00f7c,37,82,writing,gpt-3.5-turbo.jsonl,comparison_baseline,original,3,comparison,baseline,collected,49163620a4fcc47add2a070ee4d36cf3fe10150a9dbc721c50965bb65ea8bf56,True,B,baseline,,True,B,baseline,
40ef713223837039dd0a,38,152,humanities,gpt-3.5-turbo.jsonl,comparison_baseline,original,2,comparison,baseline,collected,2c4beb1924128f1ee7385a42fc532782d8a5dfaa71252490b29c93c3c47bf7b7,True,B,baseline,,True,B,baseline,
ce0da912f902eb8d72c5,39,82,writing,gpt-3.5-turbo.jsonl,comparison_baseline,original,2,comparison,baseline,collected,18d1ffcddc8392db81cc0edf32c1718aa64d94c3f23a7e687c37dca8d39a076f,True,B,baseline,,True,B,baseline,
d34274a0e587df13218e,40,143,stem,alpaca-13b.jsonl,baseline_comparison,warning_ablation,1,baseline,comparison,collected,227d5a5eb1baadff14def475a55d33b5ebaf67ead98ce8b1238694c8b721cca3,True,B,comparison,,True,B,comparison,
37f20595447829c1662c,41,82,writing,gpt-4.jsonl,baseline_comparison,warning_ablation,1,baseline,comparison,collected,1754e1eaf2ead2ceae96eadccacf19bea034bbc02b8b550c71ba31fc159249c8,True,B,comparison,,True,B,comparison,
4d80eec28b56fd83e386,42,151,humanities,gpt-3.5-turbo.jsonl,comparison_baseline,original,1,comparison,baseline,collected,13cbd8281adcaeb7dba702d844a175f9bacf0943b4dec8262356ec4fdeb57a35,True,A,comparison,,True,A,comparison,
cd8b864040568e17f46d,43,82,writing,alpaca-13b.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,dd23c6f642ba6bb41f10e71ab8bcf0a00517920fdc67477f80ce01a3799e6be1,True,A,comparison,,True,A,comparison,
d0ac17ee8e19905fd53d,44,143,stem,gpt-4.jsonl,baseline_comparison,original,2,baseline,comparison,collected,1fd2e9ec8bb5b06ec38c90976f64968570c38f6878a3cc1d072c2d493236dbd8,True,B,comparison,,True,B,comparison,
994f67037a3213547bf0,45,103,reasoning,gpt-4.jsonl,baseline_comparison,original,2,baseline,comparison,collected,b8b785e5180bf5cb3187728e2b1c962e5da9a2a0a80e7996a5f5bd694a40822d,True,B,comparison,,True,B,comparison,
000a89352bf865af5b26,46,101,reasoning,gpt-3.5-turbo.jsonl,comparison_baseline,original,1,comparison,baseline,collected,1bd30a1c2f8cba3fa5d8de2ebd62ef6a1eeb4b7f172be71ac6fd06544cbdfa72,True,B,baseline,,True,B,baseline,
95976bf03313387ff983,47,141,stem,gpt-4.jsonl,baseline_comparison,original,1,baseline,comparison,collected,68da2c57d77977b76bd12ff853198ea8247da3519bd4faab57d3c0799e673c72,True,A,baseline,,True,A,baseline,
b557016adc66980f911f,48,143,stem,gpt-4.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,cd5b5f6a0b7d6b1815537cb509c2b592f934f5be135fa246291d343db487c975,True,A,comparison,,True,A,comparison,
235880a33e1e0d5bd4ce,49,153,humanities,alpaca-13b.jsonl,comparison_baseline,original,3,comparison,baseline,collected,738364efd33c58268eb00c6a05f708654480ef0883c23b67cc4496c97e8b70d1,True,B,baseline,,True,B,baseline,
e556d0a6c028319f5caf,50,142,stem,alpaca-13b.jsonl,comparison_baseline,original,2,comparison,baseline,collected,43403b915e08b4993f125b8630f279d344d6a424a18a169edd3c895d1085d00c,True,B,baseline,,True,B,baseline,
07d8588616d6e7d8efe4,51,142,stem,alpaca-13b.jsonl,comparison_baseline,warning_ablation,3,comparison,baseline,collected,f5545a6bfaba4d4a577765d3ebb95942ec6e4c0bf8d787c95778deb4bd56396b,True,B,baseline,,True,B,baseline,
14869a8b42bbd60304f8,52,142,stem,gpt-3.5-turbo.jsonl,comparison_baseline,original,1,comparison,baseline,collected,c6d92f8bb3fa16b2e799256c54a39225576f981650e3bac2567dfa4a7a8a49e7,True,B,baseline,,True,B,baseline,
4741e4b6840204210725,53,143,stem,gpt-4.jsonl,baseline_comparison,original,3,baseline,comparison,collected,31c920263ad75c6f6f9ce60035a8c670eaa03bbede58b0460051475bd0f58bab,True,B,comparison,,True,B,comparison,
e46a807f8add22589098,54,153,humanities,alpaca-13b.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,66323b8b667da9fc366b481ea3624dcc53146f36a34f9d77a1217ffb285c6e5c,True,B,baseline,,True,B,baseline,
dce1c73118cd06d4de98,55,152,humanities,gpt-4.jsonl,comparison_baseline,original,2,comparison,baseline,collected,05c4fb08485cd1d18f24ba4483901fbb8531a5763e659543278057e15b323dcd,True,A,comparison,,True,A,comparison,
e0afd71f67741baaf3c7,56,141,stem,gpt-4.jsonl,baseline_comparison,original,3,baseline,comparison,collected,c80d2cf796c907ab7cb5829a7f3d5b74938209b18185c7be546d2c4ea07024ab,True,B,comparison,,True,B,comparison,
992985bbd2eceaa4e93d,57,143,stem,gpt-3.5-turbo.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,c358b390a8bb01cd97950f1c9effb20d88b14afbe21ee17d38fd69aea3a0d460,True,B,comparison,,True,B,comparison,
d89158dce2605001ceb1,58,152,humanities,alpaca-13b.jsonl,baseline_comparison,warning_ablation,1,baseline,comparison,collected,451d7d4d4f60fb4a49713ab827f10abf88013280d6bca5046277c17f53095ecf,True,A,baseline,,True,A,baseline,
975f37dcc6f901495e07,59,82,writing,gpt-4.jsonl,comparison_baseline,warning_ablation,2,comparison,baseline,collected,0d6de0519f3b5bde165f73f4bb2bb78d92fbd6e218df031c1dec242a0016171a,True,A,comparison,,True,A,comparison,
aee1f7968031e2e3ce96,60,151,humanities,alpaca-13b.jsonl,baseline_comparison,original,2,baseline,comparison,collected,ad1be7db4806dc701af2438824c2afc19fc1458f84ac5bd6cdb3b93ea61f6362,True,A,baseline,,True,A,baseline,
5743873c9da71492662b,61,101,reasoning,gpt-3.5-turbo.jsonl,baseline_comparison,warning_ablation,1,baseline,comparison,collected,bcd1bb4214e8db7bffb2bb1a1c9cbf9af4c4f268dc15ce40008fd9635c231b33,True,A,baseline,,True,A,baseline,
dd03b461083bc5966c20,62,103,reasoning,gpt-4.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,911c869d91fe82a00bb5ea436b4d07c779be3a515f9ad9931b8af7964133bdd5,True,B,baseline,,True,B,baseline,
9ac38db8655c5b447269,63,82,writing,alpaca-13b.jsonl,baseline_comparison,warning_ablation,1,baseline,comparison,collected,3648e569aa987a0aec937e913b9e23aa35ef2399ef4b23d49a4a91d9eaae468f,True,A,baseline,,True,A,baseline,
bd0ac296f2d4d34e372c,64,101,reasoning,alpaca-13b.jsonl,baseline_comparison,warning_ablation,1,baseline,comparison,collected,58d538405653325d447978d3308d4612b3112be7b3449e32d501e982613a1249,True,B,comparison,,True,B,comparison,
b209d1916c278eaeb938,65,81,writing,gpt-4.jsonl,baseline_comparison,original,3,baseline,comparison,collected,cac487d417ec0d3960641f9b49e38b6c1d2adca974c230feb6144fb75a0b29f6,True,B,comparison,,True,B,comparison,
35bbad15d2af3a0d552a,66,102,reasoning,gpt-3.5-turbo.jsonl,baseline_comparison,warning_ablation,1,baseline,comparison,collected,6f84525a3f24a9927515bb05c29be4274f8a86d26bd082c8fa4e44b0c8761c79,True,A,baseline,,True,A,baseline,
63cd29cdac658340f7be,67,81,writing,gpt-4.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,56ef686f66674850a6fdc16a4f6c69e1db585f01181bcce01ae87b050fed57f7,True,B,baseline,,True,B,baseline,
6cfbde48c98cd3ead67d,68,103,reasoning,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,2,comparison,baseline,collected,1f7dfe1edcfa8cb92c48251f84babfe42647021a3acc02735c176e2316f73fa0,True,B,baseline,,True,B,baseline,
862c95337041078dfa41,69,152,humanities,alpaca-13b.jsonl,comparison_baseline,warning_ablation,2,comparison,baseline,collected,5ece9db777221fe031fb01511d6004f55c8135756e0a697f31ace724aa592e05,True,B,baseline,,True,B,baseline,
bb705c70a739bda065ed,70,82,writing,alpaca-13b.jsonl,comparison_baseline,warning_ablation,3,comparison,baseline,collected,b9b694e46832449dd842bbb9de38950b93c73a1779686660be9c563885b86f28,True,A,comparison,,True,A,comparison,
2cf08fcfebf3d17fb093,71,153,humanities,alpaca-13b.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,4e8c5de567d310069c2bfcc40f365c27108deb75688b0e4e820271d8de0ec760,True,A,baseline,,True,A,baseline,
e1e429386bcaeda62a70,72,152,humanities,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,3f25f285f26147493054fbcecd5fa240e5ead5be9ec77beb76ab97b04eab7765,True,B,baseline,,True,B,baseline,
68074c138ea35b845517,73,102,reasoning,gpt-4.jsonl,baseline_comparison,warning_ablation,2,baseline,comparison,collected,10b77c29ce12e1937317200e76b2b02c70317a62bea21846f5f70b9aaeeabc50,True,B,comparison,,True,B,comparison,
370de081e8a10b8631df,74,103,reasoning,gpt-4.jsonl,comparison_baseline,original,2,comparison,baseline,collected,9600d7d41bdeb024f34f5e6955ea79c1bfaa4b77e5091594315bcb3c12d56410,True,B,baseline,,True,B,baseline,
7f556bb6440ce2cddc67,75,101,reasoning,gpt-3.5-turbo.jsonl,baseline_comparison,original,2,baseline,comparison,collected,13b48f8d62795b626c79f109131c57272d0a36ff5e9a4343945b1a26d6b7d74c,True,B,comparison,,True,B,comparison,
54e74163886258d524f0,76,152,humanities,alpaca-13b.jsonl,baseline_comparison,warning_ablation,2,baseline,comparison,collected,4ca1ba9892fe11fe2c93e2d616c56f2e90819669cd3cdb1b57c2fc1060c7ea91,True,A,baseline,,True,A,baseline,
9590813da6cf36986c34,77,142,stem,gpt-4.jsonl,comparison_baseline,original,3,comparison,baseline,collected,10669e8961505879fba502b35d12fdb4ba1c4f4651a5d4bef32bffc50bba45e0,True,A,comparison,,True,A,comparison,
77f4ad683796da826517,78,83,writing,gpt-4.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,6f81e86a81caead72c7e441bd4fbed4fd6c0c1270419f55ee50fddc9a34c665c,True,B,baseline,,True,B,baseline,
821e3c30eb0ffbc7e98b,79,143,stem,alpaca-13b.jsonl,baseline_comparison,warning_ablation,2,baseline,comparison,collected,b307fcb360c8d67c05e8e4ca20eb1202c680c04e99330a097830df62fd4e01f0,True,B,comparison,,True,B,comparison,
634eaea649c7147df2e5,80,151,humanities,gpt-3.5-turbo.jsonl,comparison_baseline,original,2,comparison,baseline,collected,081bb8db132790c63283f335440af85e05bdd4b4fe0f199b2ad3cf590bfab269,True,A,comparison,,True,A,comparison,
ab19dc98bb2561d8b869,81,83,writing,alpaca-13b.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,aedfbb2f9b2fcafa05e7473c422175dec1a50b9c60d6d6fca11dd40641e0f520,True,A,baseline,,True,A,baseline,
9173a29fd5dcb23ccd9d,82,101,reasoning,gpt-4.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,9f6713046546099649d1b436737cac98b4e90ab298b9d129f33b21754a5ae667,True,A,baseline,,True,A,baseline,
b99bc6b42e429dda32af,83,102,reasoning,gpt-4.jsonl,baseline_comparison,warning_ablation,1,baseline,comparison,collected,86a9d04c0ddd56ecc7496710034b60ad2e7c6ae114bba85651310052eb96329f,True,B,comparison,,True,B,comparison,
364317b2df8dc4eda648,84,151,humanities,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,3,comparison,baseline,collected,0552cd05a455c252ff161ddf3a7e71c0eae048cc26d3ed0314e7b25dd12bab8b,True,A,comparison,,True,A,comparison,
a6c6834cf0317b278b65,85,83,writing,gpt-3.5-turbo.jsonl,comparison_baseline,original,2,comparison,baseline,collected,e782a38e84e05d0902f74d7f9b17aa4ede5c1554709c129a2de51b669200f2d7,True,A,comparison,,True,A,comparison,
081e8f211b74ac6881a9,86,142,stem,gpt-4.jsonl,baseline_comparison,original,2,baseline,comparison,collected,4f1d93a91406857b3f58795b98a3cc94ae54a0c29915b671931fe6f7f166d221,True,A,baseline,,True,A,baseline,
b19708b5b24e2551442c,87,103,reasoning,gpt-4.jsonl,comparison_baseline,warning_ablation,3,comparison,baseline,collected,8866d6c7cfbc0fd6f384c74b70555014df7d08710da89176e3ae6cf617143197,True,B,baseline,,True,B,baseline,
9cac489261ca64fa13eb,88,152,humanities,gpt-4.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,82690ebaaa69d13752d1aeeeff6bfa701c950ab45c783e48c129648ba690b09b,True,B,comparison,,True,B,comparison,
87e1cd83c025f6ac5703,89,143,stem,gpt-3.5-turbo.jsonl,baseline_comparison,original,2,baseline,comparison,collected,84488e705cb1499187f647fa5c7e995fcb5e374fd6bd4cde59721e01c74a6e8b,True,B,comparison,,True,B,comparison,
16908e8a69400c49eb67,90,102,reasoning,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,a0f936a084d88fb1c739a3e3e107095870b780093fef08f581b5f1ec18e67139,True,B,baseline,,True,B,baseline,
385912b970d9ee2c092f,91,81,writing,gpt-4.jsonl,comparison_baseline,original,2,comparison,baseline,collected,914a396ea5121dda5dd5286ae36248f8d3a6c21cdac53a675c2dead2ee971970,True,B,baseline,,True,B,baseline,
2b0770654f499300c84f,92,102,reasoning,alpaca-13b.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,a74532db817a45b82d79ab27a67dd3e89dd31972961bae4cc13bcfae68316f2b,True,B,baseline,,True,B,baseline,
63eed1fe4d9fd6e6ef75,93,103,reasoning,gpt-3.5-turbo.jsonl,baseline_comparison,original,2,baseline,comparison,collected,436f90fb1e8884b1cb4bc81c0287a094d4fa262f7eaa9992b9d5db4c7ac61700,True,A,baseline,,True,A,baseline,
f5184d1812491c3d92a4,94,103,reasoning,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,1d54e6e8bee67365aba1ceea3d8eeb5d61e2d6c691a0ccd80f9f3d7dfc8613b9,True,B,baseline,,True,B,baseline,
7387a0a6dc302c52da6d,95,151,humanities,gpt-4.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,40e16723d4447abf42884c1e8a38214f901495957fa64d32af7129b5284a3800,True,A,comparison,,True,A,comparison,
56b315517f98d03d492c,96,101,reasoning,gpt-3.5-turbo.jsonl,baseline_comparison,original,3,baseline,comparison,collected,ff6847714a01a0651da3450c051c8a2fde704e4c20d17dde5081327b30cdb9ce,True,B,comparison,,True,B,comparison,
aaac94998beb12e547d7,97,143,stem,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,2,comparison,baseline,collected,46d34861bdf0c430302916af306f2caff7e8d16abc2e643299ad0f387ecf4259,True,A,comparison,,True,A,comparison,
5ed2b1ebc0f949daf6a3,98,83,writing,gpt-3.5-turbo.jsonl,comparison_baseline,warning_ablation,1,comparison,baseline,collected,a2179ee2000004df8bac7f15dbaf941d7c429be91bdfd342e1a42170853e974f,True,A,comparison,,True,A,comparison,
831e35567bc4f894d165,99,83,writing,gpt-4.jsonl,baseline_comparison,original,2,baseline,comparison,collected,153123f5d421333381f217ed88933fdae89871e4ee8c0f7af5a3f2f2dea208c6,True,A,baseline,,True,A,baseline,
57c6a1eac9b1a5e0e630,100,103,reasoning,alpaca-13b.jsonl,comparison_baseline,warning_ablation,2,comparison,baseline,collected,c7bd9f3359cded5f8ef15443e88f38ed14acdfa866e1cff961a3415070c456f4,True,B,baseline,,True,B,baseline,
5a01a685ec5bffaf6566,101,82,writing,gpt-4.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,a574c057ec0edcbdc02bf82eb5585851aa12df084f4f744a24d632aeda78fb8f,True,B,comparison,,True,B,comparison,
4ab32067b103dc863b83,102,103,reasoning,gpt-4.jsonl,comparison_baseline,warning_ablation,2,comparison,baseline,collected,97a25db6a2a43f0e3c8bc059c5d22daee20d62533b41105952607c2d5c59fa05,True,B,baseline,,True,B,baseline,
b6a7762cf5120549352f,103,82,writing,gpt-3.5-turbo.jsonl,baseline_comparison,warning_ablation,3,baseline,comparison,collected,892d0ae4c26cc85a8d57b43e521bdce8cc9a919af8e01e29c0777c31ac51841e,True,A,baseline,,True,A,baseline,
44a6c56178114c2a70ea,104,101,reasoning,alpaca-13b.jsonl,baseline_comparison,original,1,baseline,comparison,collected,3a5ce964eb22f49b969212df9aedfddd15f15c6a21c563837f88f7d80b599079,True,B,comparison,,True,B,comparison,
69c508eab74b2dd57cf7,105,81,writing,gpt-3.5-turbo.jsonl,comparison_baseline,original,2,comparison,baseline,collected,0f7e35bb0b3572e0edf384836737b05dd5934d070bf66f94069d891891728f53,True,B,baseline,,True,B,baseline,
779e3973a530e5558dd1,106,82,writing,alpaca-13b.jsonl,baseline_comparison,original,2,baseline,comparison,collected,88738b35de2cdc8c55cc8519540a0542c515daa01003e777b16b11627a25092e,True,A,baseline,,True,A,baseline,
ea6eeea16846ac66a5a6,107,102,reasoning,alpaca-13b.jsonl,baseline_comparison,warning_ablation,2,baseline,comparison,collected,3840e6e24539e1974a04f91ae3b3685920261e027e00a34fa7f57cf65d649c03,True,A,baseline,,True,A,baseline,
53166d3b10522fd121df,108,82,writing,gpt-3.5-turbo.jsonl,comparison_baseline,original,1,comparison,baseline,collected,3cc21ed4b5deb8370b679619ad81b3c9574728cf899be028e73581b1d0d98858,True,B,baseline,,True,B,baseline,
56b50e1b25de48188502,109,153,humanities,gpt-4.jsonl,baseline_comparison,original,2,baseline,comparison,collected,0d9c8a3416c8bf5efc42b5d144f7eafa6b2604768b66bed8427ff00329162779,True,A,baseline,,True,A,baseline,
5704fdc4ccff14936eb7,110,81,writing,alpaca-13b.jsonl,comparison_baseline,original,3,comparison,baseline,collected,67092dfa31da23ad83afe909e25ed3fa9c6f3e23ff3c7ff9218240cb891862fa,True,B,baseline,,True,B,baseline,
80fee94c645a2c1f4f0c,111,143,stem,gpt-4.jsonl,comparison_baseline,original,2,comparison,baseline,collected,122a1c314b0358294a8ae6ff0911b37ae557654f5f51e03515f48bc07d2af746,True,A,comparison,,True,A,comparison,
662dc2a2d9a5a29580bd,112,83,writing,gpt-3.5-turbo.jsonl,baseline_comparison,warning_ablation,1,baseline,comparison,collected,91799aee8c3b847ad2f2c74c8e5e67267b2e292fd1d224425f5626b6e4277473,True,B,comparison,,True,B,comparison,
